9/2/18 10:37 PM
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	#Files	
Total:           	   83781	236094	                    2186903	                      2187662	  1382	
Remaining:       	   71463	203011	                    1882933	                      1883472	  1102	
Unique:          	   82356	234535	                    2178933	                      2179689	  1382	
Unique Remaining:	   70714	202173	                    1878287	                      1878823	  1102	


Individual File Statistics:

File Name	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
0801.txt 	            54	                54	             54	                       54	        125	            125	         125	                   125	                             1067	                                 1067	                              1067	                                        1067	                               1068	                                   1068	                                1068	                                          1068	
0802.txt 	           120	               120	            120	                      120	        339	            339	         339	                   339	                             3019	                                 3019	                              3019	                                        3019	                               3020	                                   3020	                                3020	                                          3020	
0803.txt 	            49	                49	             49	                       49	        109	            109	         109	                   109	                             1069	                                 1069	                              1069	                                        1069	                               1070	                                   1070	                                1070	                                          1070	
0804.txt 	            39	                39	             39	                       39	        109	            109	         109	                   109	                             1037	                                 1037	                              1037	                                        1037	                               1037	                                   1037	                                1037	                                          1037	
0805.txt 	            79	                79	             77	                       77	        228	            228	         226	                   226	                             2084	                                 2084	                              2076	                                        2076	                               2084	                                   2084	                                2076	                                          2076	
0806.txt 	           159	               157	            157	                      156	        433	            430	         430	                   429	                             4052	                                 4042	                              4037	                                        4031	                               4053	                                   4043	                                4038	                                          4032	
0807.txt 	            43	                43	             43	                       43	        115	            115	         115	                   115	                             1034	                                 1034	                              1034	                                        1034	                               1034	                                   1034	                                1034	                                          1034	
0808.txt 	           138	               137	            135	                      135	        331	            329	         327	                   327	                             3062	                                 3058	                              3046	                                        3046	                               3063	                                   3059	                                3047	                                          3047	
0809.txt 	           151	               147	            147	                      147	        451	            447	         447	                   447	                             4082	                                 4064	                              4064	                                        4064	                               4083	                                   4065	                                4065	                                          4065	
0810.txt 	           174	               170	            168	                      168	        467	            461	         459	                   459	                             4092	                                 4071	                              4059	                                        4059	                               4094	                                   4073	                                4061	                                          4061	
0811.txt 	            33	                33	             33	                       33	        113	            113	         113	                   113	                             1045	                                 1045	                              1045	                                        1045	                               1046	                                   1046	                                1046	                                          1046	
0812.txt 	            55	                54	             54	                       54	        111	            110	         110	                   110	                             1025	                                 1016	                              1016	                                        1016	                               1026	                                   1017	                                1017	                                          1017	
0813.txt 	            45	                44	             43	                       43	        123	            121	         120	                   120	                             1060	                                 1056	                              1051	                                        1051	                               1061	                                   1057	                                1052	                                          1052	
0814.txt 	            52	                52	             52	                       52	        115	            115	         115	                   115	                             1034	                                 1034	                              1034	                                        1034	                               1035	                                   1035	                                1035	                                          1035	
0815.txt 	            50	                47	             46	                       46	        106	            102	         100	                   100	                             1029	                                 1012	                              1004	                                        1004	                               1030	                                   1013	                                1005	                                          1005	
0816.txt 	            60	                59	             59	                       59	        120	            119	         119	                   119	                             1060	                                 1057	                              1057	                                        1057	                               1060	                                   1057	                                1057	                                          1057	
0817.txt 	            55	                51	             51	                       51	        116	            111	         111	                   111	                             1045	                                 1022	                              1022	                                        1022	                               1046	                                   1023	                                1023	                                          1023	
0818.txt 	            53	                51	             51	                       51	        109	            107	         107	                   107	                             1032	                                 1023	                              1023	                                        1023	                               1033	                                   1024	                                1024	                                          1024	
0819.txt 	            24	                24	             24	                       24	        111	            111	         111	                   111	                             1044	                                 1044	                              1044	                                        1044	                               1045	                                   1045	                                1045	                                          1045	
0820.txt 	            35	                34	             33	                       33	        109	            108	         107	                   107	                             1063	                                 1059	                              1054	                                        1054	                               1064	                                   1060	                                1055	                                          1055	
0821.txt 	            34	                34	             34	                       34	        118	            118	         118	                   118	                             1070	                                 1070	                              1070	                                        1070	                               1071	                                   1071	                                1071	                                          1071	
0822.txt 	            41	                40	             40	                       40	        107	            107	         107	                   107	                             1077	                                 1073	                              1073	                                        1073	                               1078	                                   1074	                                1074	                                          1074	
0823.txt 	            47	                47	             46	                       46	        110	            110	         109	                   109	                             1058	                                 1058	                              1053	                                        1053	                               1059	                                   1059	                                1054	                                          1054	
0824.txt 	            36	                36	             36	                       36	        112	            112	         112	                   112	                             1022	                                 1022	                              1022	                                        1022	                               1023	                                   1023	                                1023	                                          1023	
0825.txt 	            53	                53	             53	                       53	        108	            108	         108	                   108	                             1032	                                 1032	                              1032	                                        1032	                               1033	                                   1033	                                1033	                                          1033	
0826.txt 	            45	                45	             45	                       45	        125	            125	         125	                   125	                             1068	                                 1068	                              1068	                                        1068	                               1068	                                   1068	                                1068	                                          1068	
0827.txt 	            35	                35	             35	                       35	        103	            103	         103	                   103	                             1045	                                 1045	                              1045	                                        1045	                               1045	                                   1045	                                1045	                                          1045	
0828.txt 	            34	                34	             34	                       34	        114	            114	         114	                   114	                             1058	                                 1058	                              1058	                                        1058	                               1059	                                   1059	                                1059	                                          1059	
0829.txt 	            40	                40	             40	                       40	        123	            123	         123	                   123	                             1019	                                 1019	                              1019	                                        1019	                               1020	                                   1020	                                1020	                                          1020	
0830.txt 	            38	                38	             38	                       38	        116	            116	         116	                   116	                             1046	                                 1046	                              1046	                                        1046	                               1047	                                   1047	                                1047	                                          1047	
0831.txt 	           121	               121	            121	                      121	        445	            445	         445	                   445	                             4074	                                 4074	                              4074	                                        4074	                               4075	                                   4075	                                4075	                                          4075	
0832.txt 	            35	                35	             35	                       35	        122	            122	         122	                   122	                             1054	                                 1054	                              1054	                                        1054	                               1055	                                   1055	                                1055	                                          1055	
0833.txt 	            45	                43	             42	                       42	        130	            128	         127	                   127	                             1108	                                 1098	                              1094	                                        1094	                               1109	                                   1099	                                1095	                                          1095	
0834.txt 	            50	                50	             50	                       50	        128	            128	         128	                   128	                             1076	                                 1076	                              1076	                                        1076	                               1077	                                   1077	                                1077	                                          1077	
0835.txt 	            40	                40	             40	                       40	        120	            120	         120	                   120	                             1056	                                 1056	                              1056	                                        1056	                               1057	                                   1057	                                1057	                                          1057	
0836.txt 	           153	               150	            150	                      150	        340	            337	         337	                   337	                             3058	                                 3045	                              3045	                                        3045	                               3059	                                   3046	                                3046	                                          3046	
0837.txt 	            56	                55	             54	                       54	        124	            123	         122	                   122	                             1039	                                 1032	                              1027	                                        1027	                               1039	                                   1032	                                1027	                                          1027	
0838.txt 	            43	                43	             43	                       43	        104	            104	         104	                   104	                             1035	                                 1035	                              1035	                                        1035	                               1036	                                   1036	                                1036	                                          1036	
0839.txt 	            53	                52	             51	                       51	        119	            118	         117	                   117	                             1035	                                 1027	                              1024	                                        1024	                               1036	                                   1028	                                1025	                                          1025	
0840.txt 	            92	                92	             92	                       92	        224	            224	         224	                   224	                             2091	                                 2091	                              2091	                                        2091	                               2091	                                   2091	                                2091	                                          2091	
0841.txt 	            52	                52	             52	                       52	        101	            101	         101	                   101	                             1018	                                 1018	                              1018	                                        1018	                               1019	                                   1019	                                1019	                                          1019	
0842.txt 	            55	                55	             54	                       54	        113	            113	         112	                   112	                             1060	                                 1060	                              1057	                                        1057	                               1060	                                   1060	                                1057	                                          1057	
0843.txt 	            41	                40	             40	                       40	        108	            107	         107	                   107	                             1048	                                 1044	                              1044	                                        1044	                               1048	                                   1044	                                1044	                                          1044	
0844.txt 	            60	                57	             57	                       57	        115	            111	         111	                   111	                             1026	                                 1007	                              1007	                                        1007	                               1027	                                   1008	                                1008	                                          1008	
0845.txt 	            91	                91	             90	                       90	        197	            197	         196	                   196	                             2034	                                 2034	                              2031	                                        2031	                               2036	                                   2036	                                2033	                                          2033	
0846.txt 	            37	                37	             37	                       37	        125	            125	         125	                   125	                             1051	                                 1051	                              1051	                                        1051	                               1052	                                   1052	                                1052	                                          1052	
0847.txt 	            43	                42	             42	                       42	        111	            110	         110	                   110	                             1017	                                 1012	                              1012	                                        1012	                               1017	                                   1012	                                1012	                                          1012	
0848.txt 	            39	                39	             39	                       39	        117	            117	         117	                   117	                             1049	                                 1049	                              1049	                                        1049	                               1049	                                   1049	                                1049	                                          1049	
0849.txt 	            46	                45	             44	                       44	        132	            131	         129	                   129	                             1083	                                 1078	                              1071	                                        1071	                               1083	                                   1078	                                1071	                                          1071	
0850.txt 	            36	                36	             35	                       35	        119	            119	         118	                   118	                             1040	                                 1040	                              1035	                                        1035	                               1041	                                   1041	                                1036	                                          1036	
0851.txt 	            36	                36	             35	                       35	        105	            105	         104	                   104	                             1029	                                 1029	                              1024	                                        1024	                               1029	                                   1029	                                1024	                                          1024	
0852.txt 	            41	                41	             40	                       40	        136	            136	         135	                   135	                             1086	                                 1086	                              1081	                                        1081	                               1086	                                   1086	                                1081	                                          1081	
0853.txt 	            35	                35	             35	                       35	        110	            110	         110	                   110	                             1045	                                 1045	                              1045	                                        1045	                               1046	                                   1046	                                1046	                                          1046	
0854.txt 	            46	                46	             45	                       45	        110	            110	         109	                   109	                             1026	                                 1026	                              1020	                                        1020	                               1026	                                   1026	                                1020	                                          1020	
0855.txt 	            52	                52	             50	                       50	        127	            127	         125	                   125	                             1051	                                 1051	                              1041	                                        1041	                               1051	                                   1051	                                1041	                                          1041	
0856.txt 	            45	                45	             45	                       45	        125	            125	         125	                   125	                             1063	                                 1063	                              1063	                                        1063	                               1063	                                   1063	                                1063	                                          1063	
0857.txt 	            36	                35	             33	                       33	        114	            113	         111	                   111	                             1016	                                 1014	                              1005	                                        1005	                               1017	                                   1015	                                1006	                                          1006	
0858.txt 	            36	                35	             35	                       35	        106	            105	         105	                   105	                             1023	                                 1019	                              1019	                                        1019	                               1023	                                   1019	                                1019	                                          1019	
0859.txt 	            35	                35	             35	                       35	        112	            112	         112	                   112	                             1012	                                 1012	                              1012	                                        1012	                               1013	                                   1013	                                1013	                                          1013	
0860.txt 	            37	                37	             37	                       37	        124	            124	         124	                   124	                             1044	                                 1044	                              1044	                                        1044	                               1044	                                   1044	                                1044	                                          1044	
0861.txt 	            31	                31	             31	                       31	        106	            106	         106	                   106	                             1013	                                 1013	                              1013	                                        1013	                               1014	                                   1014	                                1014	                                          1014	
0862.txt 	            53	                53	             52	                       52	        124	            124	         122	                   122	                             1020	                                 1020	                              1016	                                        1016	                               1020	                                   1020	                                1016	                                          1016	
0863.txt 	            40	                40	             40	                       40	        109	            109	         109	                   109	                             1051	                                 1051	                              1051	                                        1051	                               1051	                                   1051	                                1051	                                          1051	
0864.txt 	            31	                31	             31	                       31	        110	            110	         110	                   110	                             1023	                                 1023	                              1023	                                        1023	                               1024	                                   1024	                                1024	                                          1024	
0865.txt 	            43	                43	             43	                       43	        109	            109	         109	                   109	                             1009	                                 1009	                              1009	                                        1009	                               1009	                                   1009	                                1009	                                          1009	
0866.txt 	            52	                52	             51	                       51	        106	            106	         105	                   105	                             1014	                                 1014	                              1007	                                        1007	                               1014	                                   1014	                                1007	                                          1007	
0867.txt 	            42	                42	             42	                       42	        111	            111	         111	                   111	                             1017	                                 1017	                              1017	                                        1017	                               1017	                                   1017	                                1017	                                          1017	
0868.txt 	            37	                37	             37	                       37	        110	            110	         110	                   110	                             1028	                                 1028	                              1028	                                        1028	                               1028	                                   1028	                                1028	                                          1028	
0869.txt 	            35	                35	             35	                       35	        117	            117	         117	                   117	                             1041	                                 1041	                              1041	                                        1041	                               1042	                                   1042	                                1042	                                          1042	
0870.txt 	            44	                44	             44	                       44	        113	            113	         113	                   113	                             1029	                                 1029	                              1029	                                        1029	                               1029	                                   1029	                                1029	                                          1029	
0871.txt 	            18	                18	             18	                       18	        104	            104	         104	                   104	                             1027	                                 1027	                              1027	                                        1027	                               1028	                                   1028	                                1028	                                          1028	
0872.txt 	            30	                30	             29	                       29	        109	            109	         108	                   108	                             1030	                                 1030	                              1025	                                        1025	                               1031	                                   1031	                                1026	                                          1026	
0873.txt 	            33	                33	             33	                       33	        106	            106	         106	                   106	                             1017	                                 1017	                              1017	                                        1017	                               1018	                                   1018	                                1018	                                          1018	
0874.txt 	            75	                75	             74	                       74	        218	            218	         217	                   217	                             2015	                                 2015	                              2012	                                        2012	                               2015	                                   2015	                                2012	                                          2012	
0875.txt 	            16	                16	             16	                       16	        109	            109	         109	                   109	                             1039	                                 1039	                              1039	                                        1039	                               1039	                                   1039	                                1039	                                          1039	
0876.txt 	            20	                20	             20	                       20	        127	            127	         127	                   127	                             1041	                                 1041	                              1041	                                        1041	                               1041	                                   1041	                                1041	                                          1041	
0877.txt 	            38	                38	             38	                       38	        116	            116	         116	                   116	                             1052	                                 1052	                              1052	                                        1052	                               1052	                                   1052	                                1052	                                          1052	
0878.txt 	            27	                27	             27	                       27	        106	            106	         106	                   106	                             1023	                                 1023	                              1023	                                        1023	                               1023	                                   1023	                                1023	                                          1023	
0879.txt 	            37	                36	             36	                       36	        124	            123	         123	                   123	                             1017	                                 1012	                              1012	                                        1012	                               1017	                                   1012	                                1012	                                          1012	
0880.txt 	            46	                45	             45	                       45	        220	            219	         219	                   219	                             2053	                                 2048	                              2048	                                        2048	                               2053	                                   2048	                                2048	                                          2048	
0881.txt 	            78	                77	             77	                       77	        206	            205	         205	                   205	                             2036	                                 2027	                              2027	                                        2027	                               2036	                                   2027	                                2027	                                          2027	
0882.txt 	            35	                35	             35	                       35	        106	            106	         106	                   106	                             1023	                                 1023	                              1023	                                        1023	                               1024	                                   1024	                                1024	                                          1024	
0883.txt 	            38	                38	             38	                       38	        111	            111	         111	                   111	                             1019	                                 1019	                              1019	                                        1019	                               1019	                                   1019	                                1019	                                          1019	
0884.txt 	            33	                33	             33	                       33	        106	            106	         106	                   106	                             1012	                                 1012	                              1012	                                        1012	                               1012	                                   1012	                                1012	                                          1012	
0885.txt 	            50	                50	             50	                       50	        113	            113	         113	                   113	                             1030	                                 1030	                              1030	                                        1030	                               1030	                                   1030	                                1030	                                          1030	
0886.txt 	            37	                37	             37	                       37	        127	            127	         127	                   127	                             1050	                                 1050	                              1050	                                        1050	                               1051	                                   1051	                                1051	                                          1051	
0887.txt 	            35	                35	             34	                       34	        128	            128	         127	                   127	                             1030	                                 1030	                              1024	                                        1024	                               1030	                                   1030	                                1024	                                          1024	
0888.txt 	            74	                73	             73	                       73	        219	            218	         218	                   218	                             2024	                                 2015	                              2015	                                        2015	                               2026	                                   2017	                                2017	                                          2017	
0889.txt 	           171	               169	            166	                      166	        492	            490	         487	                   487	                             4145	                                 4132	                              4118	                                        4118	                               4145	                                   4132	                                4118	                                          4118	
0890.txt 	            45	                45	             44	                       44	        120	            120	         119	                   119	                             1075	                                 1075	                              1070	                                        1070	                               1076	                                   1076	                                1071	                                          1071	
0891.txt 	           120	               120	            119	                      119	        359	            359	         358	                   358	                             3039	                                 3039	                              3034	                                        3034	                               3039	                                   3039	                                3034	                                          3034	
0892.txt 	           190	               189	            188	                      188	        456	            455	         454	                   454	                             4121	                                 4117	                              4107	                                        4107	                               4121	                                   4117	                                4107	                                          4107	
0893.txt 	           164	               159	            158	                      158	        438	            432	         431	                   431	                             4061	                                 4034	                              4029	                                        4029	                               4061	                                   4034	                                4029	                                          4029	
0894.txt 	            30	                30	             30	                       30	        118	            118	         118	                   118	                             1071	                                 1071	                              1071	                                        1071	                               1071	                                   1071	                                1071	                                          1071	
0895.txt 	           122	               120	            119	                      119	        366	            365	         364	                   364	                             3089	                                 3080	                              3078	                                        3078	                               3090	                                   3081	                                3079	                                          3079	
0896.txt 	            40	                40	             39	                       39	        114	            114	         113	                   113	                             1025	                                 1025	                              1022	                                        1022	                               1026	                                   1026	                                1023	                                          1023	
0897.txt 	           144	               144	            144	                      144	        433	            433	         433	                   433	                             4037	                                 4037	                              4037	                                        4037	                               4037	                                   4037	                                4037	                                          4037	
0898.txt 	           111	               110	            110	                      110	        325	            324	         324	                   324	                             3046	                                 3041	                              3041	                                        3041	                               3046	                                   3041	                                3041	                                          3041	
